Source,Type,section-nr,book-nr
,,6,7
xenophon,individual,6,7
platon_phil,individual,6,7
,,7,7
aristophanes_com,individual,7,7
thoukydides,individual,7,7
xenophon,individual,7,7
aristophanes_com,individual,7,7
,,8,7
isaios,individual,8,7
hypereides,individual,8,7
poetry.comedy,group,8,7
isaios,individual,8,7
xenophon,individual,8,7
,,9,7
xenophon,individual,9,7
,,10,7
platon_phil,individual,10,7
,,11,7
herodotos,individual,11,7
poetry.comedy.new,group,11,7
aristophanes_com,individual,11,7
hypereides,individual,11,7
undefined,group,11,7
,,12,7
deinarchos,individual,12,7
isaios,individual,12,7
aristophanes_com,individual,12,7
platon_phil,individual,12,7
lysias,individual,12,7
,,13,7
thoukydides,individual,13,7
hoi-nyn,group,13,7
aristophanes_com,individual,13,7
eupolis,individual,13,7
,,14,7
isaios,individual,14,7
,,15,7
lysias,individual,15,7
incription.attic-decrees,group,15,7
pherekrates,individual,15,7
aristophanes_com,individual,15,7
,,16,7
archippos,individual,16,7
aristophanes_com,individual,16,7
,,17,7
pherekrates,individual,17,7
lysias,individual,17,7
poetry.comedy.middle,group,17,7
lysias,individual,17,7
amphis,individual,17,7
,,18,7
hypereides,individual,18,7
,,19,7
undefined,group,19,7
,,20,7
hoi-nyn,group,20,7
alexis,individual,20,7
,,21,7
xenophon,individual,21,7
phrynichos,individual,21,7
aristophanes_com,individual,21,7
,,22,7
hoi-nyn,group,22,7
aristophanes_com,individual,22,7
menandros,individual,22,7
eupolis,individual,22,7
phrynichos,individual,23,7
,,23,7
alkaios_com,individual,23,7
,,24,7
palaioi,group,24,7
neoi,group,24,7
aischylos,individual,24,7
sophokles,individual,24,7
aristophanes_com,individual,24,7
aristophanes_com,individual,24,7
,,25,7
,,26,7
aristophanes_com,individual,26,7
,,27,7
,,28,7
aristophanes_com,individual,28,7
kratinos,individual,28,7
archippos,individual,28,7
philemon,individual,28,7
palaioi,group,28,7
kratinos,individual,28,7
olypmpias,individual,28,7
palaioi,group,28,7
platon_phil,individual,28,7
,,29,7
eupolis,individual,29,7
epigenes,individual,29,7
philyllios,individual,29,7
,,30,7
aristophanes_com,individual,30,7
platon_com,individual,30,7
platon_phil,individual,30,7
sophokles,individual,30,7
platon_phil,individual,30,7
,,31,7
platon_com,individual,31,7
herodotos,individual,31,7
aristias,individual,31,7
poetry.tragedy,group,31,7
euripides,individual,31,7
proverb,group,31,7
poetry.comedy,group,31,7
kratinos,individual,31,7
philyllios,individual,31,7
sophokles,individual,31,7
,,32,7
attic,group,32,7
aristophanes_com,individual,32,7
attic,group,32,7
hoi-nyn,group,32,7
,,33,7
nikophon,individual,33,7
platon_phil,individual,33,7
xenophon,individual,33,7
,,34,7
aischines_rhet,individual,34,7
platon_phil,individual,34,7
,,35,7
alexis,individual,35,7
aischylos,individual,35,7
,,36,7
euboulos,individual,36,7
sophokles,individual,36,7
,,37,7
aristophanes_com,individual,37,7
lysippos,individual,37,7
kratinos,individual,37,7
,,38,7
poetry.comedy,group,38,7
aischines_rhet,individual,38,7
,,39,7
kratinos,individual,39,7
aristophanes_com,individual,39,7
,,40,7
platon_phil,individual,40,7
eupolis,individual,40,7
kephisodoros,individual,40,7
platon_com,individual,40,7
nikochares,individual,40,7
aischylos,individual,40,7
aristophanes_com,individual,40,7
aischylos,individual,40,7
,,41,7
aristophanes_com,individual,41,7
kratinos,individual,41,7
archilochos,individual,41,7
lysippos,individual,41,7
,,42,7
lysias,individual,42,7
poetry,group,42,7
,,43,7
poetry,group,43,7
kratinos,individual,43,7
,,44,7
sophokles,individual,44,7
hypereides,individual,44,7
xenophon,individual,44,7
lysias,individual,44,7
,,45,7
hoi-polloi,group,45,7
sophokles,individual,45,7
thespis,individual,45,7
nikochares,individual,45,7
hoi-nyn,group,45,7
,,46,7
philetairos,individual,46,7
poetry.comedy.new,group,46,7
,,47,7
homeros,individual,47,7
attic,group,47,7
,,48,7
,,49,7
aristophanes_com,individual,49,7
sappho,individual,49,7
,,50,7
xenophon,individual,50,7
xenophon,individual,50,7
,,51,7
aischylos,individual,51,7
menandros,individual,51,7
,,52,7
antiphanes,individual,52,7
,,53,7
anaxilas,individual,53,7
ionic,group,53,7
,,54,7
homeros,individual,54,7
,,55,7
,,56,7
hoi-nyn,group,56,7
hoi-nyn,group,56,7
doric,group,56,7
,,57,7
platon_com,individual,57,7
antiphanes,individual,57,7
,,58,7
kratinos_jun,individual,58,7
,,59,7
,,59,7
aristophanes_com,individual,59,7
kritias,individual,59,7
antiphanes,individual,59,7
antiphanes,individual,59,7
,,60,7
ion,individual,60,7
aristophanes_com,individual,60,7
aischylos,individual,60,7
,,61,7
rhinthon,individual,61,7
aischylos,individual,61,7
homeros,individual,61,7
hoi-polloi,group,61,7
poetry.comedy,group,61,7
,,62,7
,,63,7
xenophon,individual,63,7
krates,individual,63,7
poetry.comedy,group,63,7
eupolis,individual,63,7
archippos,individual,63,7
herodotos,individual,63,7
,,64,7
aristophanes_com,individual,64,7
thoukydides,individual,64,7
xenophon,individual,64,7
palaioi,group,64,7
,,65,7
araros,individual,65,7
,,66,7
theopompos_com,individual,66,7
hoi-nyn,group,66,7
women,group,66,7
aristophanes_com,individual,66,7
,,67,7
aristophanes_com,individual,67,7
,,68,7
homeros,individual,68,7
sophokles,individual,68,7
xenophon,individual,68,7
,,69,7
kratinos,individual,69,7
deinarchos,individual,69,7
poetry.comedy.middle,group,69,7
,,70,7
sophokles,individual,70,7
aristophanes_com,individual,70,7
xenophon,individual,70,7
sophokles,individual,70,7
,,71,7
poetry.comedy.middle,group,71,7
hoi-nyn,group,71,7
aristophanes_com,individual,71,7
,,72,7
alexis,individual,72,7
herodotos,individual,72,7
,,73,7
pherekrates,individual,73,7
sappho,individual,73,7
,,74,7
theopompos_com,individual,74,7
hoi-nyn,group,74,7
,,75,7
,,76,7
herodotos,individual,76,7
,,77,7
hoi-nyn,group,77,7
lysippos,individual,77,7
,,78,7
kritias,individual,78,7
undefined,group,78,7
poetry.comedy.new,group,78,7
poetry.comedy.middle,group,78,7
aischylos,individual,78,7
,,79,7
homeros,individual,79,7
neoi,group,79,7
menandros,individual,79,7
palaioi,group,79,7
neoi,group,79,7
palaioi,group,79,7
xenophon,individual,79,7
,,80,7
,,81,7
herodotos,individual,81,7
xenophon,individual,81,7
,,82,7
poetry.comedy,group,82,7
,,83,7
aristophanes_com,individual,83,7
poetry,group,83,7
herodotos,individual,83,7
eupolis,individual,83,7
nikochares,individual,83,7
,,84,7
thoukydides,individual,84,7
hoi-nyn,group,84,7
palaioi,group,84,7
,,85,7
poetry,group,85,7
,,86,7
menandros,individual,86,7
herodotos,individual,86,7
eupolis,individual,86,7
poetry.comedy,group,86,7
kratinos,individual,86,7
,,87,7
kephisodoros,individual,87,7
menandros,individual,87,7
kratinos,individual,87,7
,,88,7
,,89,7
lysippos,individual,89,7
hermippos,individual,89,7
hermippos,individual,89,7
,,90,7
pherekrates,individual,90,7
eratosthenes,individual,90,7
rhinthon,individual,90,7
,,91,7
kritias,individual,91,7
aischylos,individual,91,7
,,92,7
undefined,group,92,7
krates,individual,92,7
,,93,7
sappho,individual,93,7
aristophanes_com,individual,93,7
,,94,7
platon_com,individual,94,7
pherekrates,individual,94,7
,,95,7
aristophanes_com,individual,95,7
,,96,7
,,97,7
,,98,7
,,99,7
aristoteles,individual,99,7
theophrastos,individual,99,7
deinarchos,individual,99,7
aristophanes_com,individual,99,7
,,100,7
xenophon,individual,100,7
aristophanes_com,individual,100,7
aristophanes_com,individual,100,7
xenophon,individual,100,7
platon_com,individual,100,7
ameipsias,individual,100,7
,,101,7
,,102,7
,,103,7
poetry.comedy,group,103,7
lysias,individual,103,7
phrynichos,individual,103,7
aischines_socr,individual,103,7
kratinos,individual,103,7
,,104,7
aristophanes_com,individual,104,7
demades,individual,104,7
lysias,individual,104,7
,,105,7
aristophanes_com,individual,105,7
kallias,individual,105,7
hoi-nyn,group,105,7
,,106,7
eupolis,individual,106,7
,,107,7
kratinos,individual,107,7
,,108,7
aristophanes_com,individual,108,7
kritias,individual,108,7
platon_phil,individual,108,7
philyllios,individual,108,7
,,109,7
euripides,individual,109,7
poetry,group,109,7
sophokles,individual,109,7
,,110,7
philyllios,individual,110,7
,,111,7
homeros,individual,111,7
hoi-nyn,group,111,7
poseidippos,individual,111,7
,,112,7
poetry.comedy.new,group,112,7
,,113,7
aristophanes_com,individual,113,7
xenophon,individual,113,7
kallias,individual,113,7
xenophon,individual,113,7
,,114,7
alexis,individual,114,7
thoukydides,individual,114,7
,,115,7
homeros,individual,115,7
aristophanes_com,individual,115,7
,,116,7
lysias,individual,116,7
homeros,individual,116,7
kallias,individual,116,7
,,117,7
homeros,individual,117,7
platon_phil,individual,117,7
sophokles,individual,117,7
aristophanes_com,individual,117,7
thoukydides,individual,117,7
aristophanes_com,individual,117,7
platon_phil,individual,117,7
,,118,7
thoukydides,individual,118,7
xenophon,individual,118,7
sophokles,individual,118,7
xenophon,individual,118,7
demosthenes,individual,118,7
,,119,7
hypereides,individual,119,7
poetry,group,119,7
,,120,7
lysias,individual,120,7
,,121,7
hypereides,individual,121,7
platon_com,individual,121,7
thoukydides,individual,121,7
,,122,7
kratinos,individual,122,7
xenophon,individual,122,7
hoi-nyn,group,122,7
aischylos,individual,122,7
,,123,7
herodotos,individual,123,7
homeros,individual,123,7
eupolis,individual,123,7
,,124,7
thoukydides,individual,124,7
,,125,7
amphis,individual,125,7
hypereides,individual,125,7
aristophanes_com,individual,125,7
,,126,7
,,127,7
,,128,7
isokrates,individual,128,7
,,129,7
,,130,7
demosthenes,individual,130,7
lysias,individual,130,7
lysias,individual,130,7
,,131,7
phrynichos,individual,131,7
aischylos,individual,131,7
,,132,7
poetry.comedy.old,group,132,7
platon_com,individual,132,7
poetry.comedy.new,group,132,7
byzantine,group,132,7
hypereides,individual,132,7
sophokles,individual,132,7
,,133,7
aristophanes_com,individual,133,7
hoi-nyn,group,133,7
eupolis,individual,133,7
,,134,7
aristophanes_com,individual,134,7
platon_com,individual,134,7
strattis,individual,134,7
,,135,7
telekleides,individual,135,7
aischines_socr,individual,135,7
,,136,7
phrynichos,individual,136,7
poetry.comedy,group,136,7
,,137,7
lykourgos,individual,137,7
herodotos,individual,137,7
,,138,7
aristophanes_com,individual,138,7
platon_phil,individual,138,7
platon_phil,individual,138,7
,,139,7
aristophanes_com,individual,139,7
aristophanes_com,individual,139,7
,,140,7
,,141,7
aristophanes_com,individual,141,7
,,142,7
xenophon,individual,142,7
kratinos,individual,142,7
,,143,7
herodotos,individual,143,7
aristophanes_com,individual,143,7
,,144,7
aristophanes_com,individual,144,7
,,145,7
poetry,group,145,7
,,146,7
platon_phil,individual,146,7
attic-law,group,146,7
,,147,7
,,148,7
xenophon,individual,148,7
archippos,individual,148,7
aristophanes_com,individual,148,7
,,149,7
xenophon,individual,149,7
hoi-nyn,group,149,7
hypereides,individual,149,7
aristophanes_com,individual,149,7
,,150,7
pherekrates,individual,150,7
aischines_socr,individual,150,7
aristophanes_com,individual,150,7
,,151,7
isaios,individual,151,7
solon,individual,151,7
,,152,7
hoi-nyn,group,152,7
aristophanes_com,individual,152,7
aristophanes_com,individual,152,7
pherekrates,individual,152,7
aristophanes_com,individual,152,7
,,153,7
aristophanes_com,individual,153,7
,,154,7
kritias,individual,154,7
,,155,7
lysias,individual,155,7
,,156,7
,,157,7
aristophanes_com,individual,157,7
aristophanes_com,individual,157,7
,,158,7
theopompos_com,individual,158,7
,,159,7
kratinos,individual,159,7
deinarchos,individual,159,7
,,160,7
deinarchos,individual,160,7
,,161,7
thoukydides,individual,161,7
herodotos,individual,161,7
kratinos,individual,161,7
aristophanes_com,individual,161,7
deinarchos,individual,161,7
alexis,individual,161,7
,,162,7
hoi-nyn,group,162,7
aristophanes_com,individual,162,7
poetry.comedy.middle,group,162,7
aristophanes_com,individual,162,7
,,163,7
pherekrates,individual,163,7
,,164,7
eupolis,individual,164,7
kratinos,individual,164,7
aristophanes_com,individual,164,7
aristophanes_com,individual,164,7
,,165,7
homeros,individual,165,7
,,166,7
alexis,individual,166,7
aristophanes_com,individual,166,7
aristophanes_com,individual,166,7
aristophanes_com,individual,166,7
,,167,7
xenophon,individual,167,7
aristophanes_com,individual,167,7
poetry.comedy.new,group,167,7
aischylos,individual,167,7
anaxilas,individual,167,7
hoi-nyn,group,167,7
,,168,7
eupolis,individual,168,7
hoi-nyn,group,168,7
aristophanes_com,individual,168,7
aristophanes_com,individual,168,7
eupolis,individual,168,7
herodotos,individual,168,7
philistos,individual,168,7
,,169,7
eupolis,individual,169,7
antiphon_rhet,individual,169,7
,,170,7
antiphanes,individual,170,7
hoi-nyn,group,170,7
lysias,individual,170,7
hoi-nyn,group,170,7
aristophanes_com,individual,170,7
amphis,individual,170,7
antiphanes,individual,170,7
platon_phil,individual,170,7
,,171,7
platon_phil,individual,171,7
kratinos,individual,171,7
,,172,7
platon_phil,individual,172,7
anakreon,individual,172,7
,,173,7
,,174,7
,,175,7
aristophanes_com,individual,175,7
aristophanes_com,individual,175,7
,,176,7
eupolis,individual,176,7
aristophanes_com,individual,176,7
aristophanes_com,individual,176,7
aristophanes_com,individual,176,7
,,177,7
kritias,individual,177,7
anakreon,individual,177,7
aristophanes_com,individual,177,7
aischylos,individual,177,7
aristophanes_com,individual,177,7
,,178,7
herodotos,individual,178,7
hoi-nyn,group,178,7
phrynichos,individual,178,7
euripides,individual,178,7
,,179,7
pherekrates,individual,179,7
kratinos,individual,179,7
eupolis,individual,179,7
lysias,individual,179,7
kritias,individual,179,7
krates,individual,179,7
menandros,individual,179,7
demosthenes,individual,179,7
,,180,7
undefined,group,180,7
,,181,7
aristophanes_com,individual,181,7
theopompos_com,individual,181,7
,,182,7
platon_phil,individual,182,7
xenophon,individual,182,7
telekleides,individual,182,7
prose.oratory,group,182,7
,,183,7
attic,group,183,7
epicharmos,individual,183,7
deinarchos,individual,183,7
,,184,7
poetry,group,184,7
hoi-nyn,group,184,7
xenophon,individual,184,7
poetry,group,184,7
,,185,7
sophokles,individual,185,7
sophokles,individual,185,7
doric,group,185,7
,,186,7
herodotos,individual,186,7
xenophon,individual,186,7
platon_com,individual,186,7
,,187,7
aristophanes_com,individual,187,7
aristophanes_com,individual,187,7
,,188,7
philippides,individual,188,7
magnes,individual,188,7
,,189,7
antiphon_rhet,individual,189,7
poetry.comedy.old,group,189,7
,,190,7
xenophon,individual,190,7
alexis,individual,190,7
apollodoros_gel,individual,190,7
aristophanes_com,individual,190,7
theopomp-com,individual,190,7
,,191,7
demosthenes,individual,191,7
poetry.comedy,group,191,7
hypereides,individual,191,7
sophokles,individual,191,7
,,192,7
eupolis,individual,192,7
antiphanes,individual,192,7
philyllios,individual,192,7
,,193,7
pherekrates,individual,193,7
platon_phil,individual,193,7
poetry.comedy,group,193,7
poetry.comedy,group,193,7
sophokles,individual,193,7
,,194,7
hermippos,individual,194,7
aristophanes_com,individual,194,7
,,195,7
pherekrates,individual,195,7
aristophanes_com,individual,195,7
thoukydides,individual,195,7
phrynichos,individual,195,7
,,196,7
kritias,individual,196,7
aristophanes_com,individual,196,7
,,197,7
demosthenes,individual,197,7
poetry.comedy,group,197,7
kritias,individual,197,7
,,198,7
pherekrates,individual,198,7
kratinos,individual,198,7
hermippos,individual,198,7
,,199,7
aristophanes_com,individual,199,7
archippos,individual,199,7
antiphanes,individual,199,7
hermippos,individual,199,7
,,200,7
aristophanes_com,individual,200,7
hoi-nyn,group,200,7
lysias,individual,200,7
prose.oratory,group,200,7
,,201,7
eudoxos,individual,201,7
,,202,7
aristophanes_com,individual,202,7
philonides,individual,202,7
hermippos,individual,202,7
aristophanes_com,individual,202,7
eupolis,individual,202,7
platon_com,individual,202,7
aischines_rhet,individual,202,7
,,203,7
phrynichos,individual,203,7
sophokles,individual,203,7
amphis,individual,203,7
platon_phil,individual,203,7
,,204,7
krates,individual,204,7
,,205,7
euboulos,individual,205,7
,,206,7
proverb,group,206,7
platon_phil,individual,206,7
,,207,7
,,208,7
,,209,7
,,210,7
aristophanes_com,individual,210,7
platon_com,individual,210,7
,,211,7
herodotos,individual,211,7
aristomenes,individual,211,7
kratinos,individual,211,7
antiphanes,individual,211,7
kratinos_jun,individual,211,7
antiphanes,individual,211,7
herodotos,individual,211,7
,,1,8
,,6,8
,,7,8
,,8,8
,,9,8
idiotes,group,9,8
,,10,8
,,11,8
,,12,8
poetry.tragedy,group,12,8
,,13,8
,,14,8
platon_phil,individual,14,8
,,15,8
thoukydides,individual,15,8
,,16,8
,,17,8
aristophanes_com,individual,17,8
,,18,8
,,19,8
,,20,8
,,21,8
antiphon_rhet,individual,21,8
,,22,8
platon_phil,individual,22,8
solon,individual,22,8
,,23,8
demosthenes,individual,23,8
thoukydides,individual,23,8
lysias,individual,23,8
isaios,individual,23,8
,,24,8
deinarchos,individual,24,8
hypereides,individual,24,8
isokrates,individual,24,8
lysias,individual,24,8
antiphon_rhet,individual,24,8
deinarchos,individual,24,8
lysias,individual,24,8
,,25,8
platon_phil,individual,25,8
platon_phil,individual,25,8
kritias,individual,25,8
kritias,individual,25,8
,,26,8
menandros,individual,26,8
demosthenes,individual,26,8
krates,individual,26,8
poetry.comedy,group,26,8
,,27,8
isaios,individual,27,8
thoukydides,individual,27,8
,,28,8
aristophanes_com,individual,28,8
xenophon,individual,28,8
hypereides,individual,28,8
demosthenes,individual,28,8
,,29,8
hoi-nyn,group,29,8
hoi-nyn,group,29,8
,,30,8
platon_phil or platon_com,individual,30,8
platon_phil or platon_com,individual,30,8
,,31,8
demosthenes,individual,31,8
hypereides,individual,31,8
kratinos,individual,31,8
hypereides,individual,31,8
lysias,individual,31,8
,,32,8
,,33,8
isaios,individual,33,8
platon_phil,individual,33,8
,,34,8
solon,individual,34,8
eupolis,individual,34,8
pherekrates,individual,34,8
,,35,8
,,36,8
,,37,8
lysias,individual,37,8
,,38,8
,,39,8
platon_phil,individual,39,8
,,40,8
,,41,8
,,42,8
drakon,individual,42,8
solon,individual,42,8
,,43,8
,,44,8
,,45,8
,,46,8
lysias,individual,46,8
lysias,individual,46,8
,,47,8
,,48,8
isaios,individual,48,8
,,49,8
,,50,8
,,51,8
,,52,8
theophrastos,individual,52,8
hypereides,individual,52,8
,,53,8
theophrastos,individual,53,8
demosthenes,individual,53,8
solon,individual,53,8
demetrios_phalereus,individual,53,8
,,54,8
,,55,8
,,56,8
,,57,8
,,58,8
,,59,8
,,60,8
,,61,8
,,62,8
,,63,8
hoi-nyn,group,63,8
aristophanes_com,individual,63,8
,,64,8
demosthenes,individual,64,8
isaios,individual,64,8
lysias,individual,64,8
,,65,8
,,66,8
isaios,individual,66,8
,,67,8
isaios,individual,67,8
,,68,8
antiphon_rhet,individual,68,8
xenophon,individual,68,8
thoukydides,individual,68,8
,,69,8
demosthenes,individual,69,8
,,70,8
hypereides,individual,70,8
deinarchos,individual,70,8
,,71,8
isaios,individual,71,8
,,72,8
deinarchos,individual,72,8
aischines_rhet,individual,72,8
demosthenes,individual,72,8
thoukydides,individual,72,8
,,73,8
hypereides,individual,73,8
,,74,8
,,75,8
,,76,8
hypereides,individual,76,8
hypereides,individual,76,8
,,77,8
platon_phil,individual,77,8
,,78,8
,,79,8
,,80,8
hypereides,individual,80,8
,,81,8
poetry.comedy,group,81,8
,,82,8
isaios,individual,82,8
isaios,individual,82,8
,,83,8
isaios,individual,83,8
demosthenes,individual,83,8
lysias,individual,83,8
deinarchos,individual,83,8
demosthenes,individual,83,8
,,84,8
,,85,8
,,86,8
,,87,8
,,88,8
,,89,8
,,90,8
,,91,8
,,92,8
,,93,8
,,94,8
,,95,8
,,96,8
,,97,8
,,98,8
,,99,8
,,100,8
demosthenes,individual,100,8
,,101,8
,,102,8
demetrios_phalereus,individual,102,8
,,103,8
antiphon_rhet,individual,103,8
,,104,8
,,105,8
,,106,8
,,107,8
,,108,8
,,109,8
,,110,8
,,111,8
,,112,8
,,113,8
,,114,8
demosthenes,individual,114,8
,,115,8
,,116,8
,,117,8
,,118,8
,,119,8
,,120,8
,,121,8
deinarchos,individual,121,8
lysias,individual,121,8
androtion,individual,121,8
,,122,8
,,123,8
,,124,8
latin,group,124,8
,,125,8
drakon,individual,125,8
solon,individual,125,8
drakon,individual,125,8
,,126,8
krateros,individual,126,8
,,127,8
,,128,8
,,129,8
,,130,8
,,131,8
,,132,8
,,133,8
poetry.comedy,group,133,8
,,134,8
demosthenes,individual,134,8
xenophon,individual,134,8
,,135,8
poetry.tragedy,group,135,8
,,136,8
demosthenes,individual,136,8
,,137,8
demosthenes,individual,137,8
platon_phil,individual,137,8
,,138,8
,,139,8
,,140,8
demosthenes,individual,140,8
,,141,8
,,142,8
solon,individual,142,8
hypereides,individual,142,8
,,143,8
hypereides,individual,143,8
demosthenes,individual,143,8
,,144,8
hypereides,individual,144,8
,,145,8
,,146,8
,,147,8
,,148,8
,,149,8
,,150,8
,,151,8
,,152,8
platon_phil,individual,152,8
,,153,8
,,154,8
,,155,8
,,156,8
deinarchos,individual,156,8
,,157,8
,,1,9
gorgias_ath,individual,1,9
,,6,9
herodotos,individual,6,9
,,7,9
thoukydides,individual,7,9
xenophon,individual,7,9
,,8,9
,,9,9
thoukydides,individual,9,9
,,10,9
,,11,9
platon_phil,individual,11,9
,,12,9
attic,group,12,9
poetry,group,12,9
,,13,9
antiphon_rhet,individual,13,9
,,14,9
,,15,9
theophilos,individual,15,9
kriton,individual,15,9
thoukydides,individual,15,9
canonical-authors,group,15,9
,,16,9
theopompos_com,individual,16,9
platon_phil,individual,16,9
thoukydides,individual,16,9
,,17,9
kritias,individual,17,9
poetry.comedy,group,17,9
poetry,group,17,9
,,18,9
euripides,individual,18,9
hesiodos,individual,18,9
,,19,9
,,20,9
homeros,individual,20,9
poetry,group,20,9
,,21,9
,,22,9
,,23,9
,,24,9
,,25,9
aristophanes_com,individual,25,9
,,26,9
platon_phil or platon_com,individual,26,9
epicharmos,individual,26,9
eupolis,individual,26,9
sannyrion,individual,26,9
thoukydides,individual,26,9
antiphon_rhet,individual,26,9
,,27,9
eupolis,individual,27,9
platon_phil,individual,27,9
poetry,group,27,9
euripides,individual,27,9
,,28,9
aristophanes_com,individual,28,9
poseidippos,individual,28,9
,,29,9
antiphanes,individual,29,9
demosthenes,individual,29,9
anaxilas,individual,29,9
philonides,individual,29,9
,,30,9
eupolis,individual,30,9
philippides,individual,30,9
,,31,9
aristophanes_com,individual,31,9
,,32,9
,,33,9
,,34,9
hypereides,individual,34,9
hypereides,individual,34,9
,,35,9
xenophon,individual,35,9
homeros,individual,35,9
homeros,individual,35,9
,,36,9
aristophanes_com,individual,36,9
hypereides,individual,36,9
aristophanes_com,individual,36,9
,,37,9
ion,individual,37,9
eupolis,individual,37,9
,,38,9
homeros,individual,38,9
hoi-nyn,group,38,9
philemon,individual,38,9
philippides,individual,38,9
,,39,9
aristophanes_com,individual,39,9
demosthenes,individual,39,9
lysias,individual,39,9
,,40,9
doric,group,40,9
epicharmos,individual,40,9
,,42,9
hoi-polloi,group,42,9
aischines_rhet,individual,42,9
sophokles_amph,individual,42,9
,,43,9
eupolis,individual,43,9
platon_phil,individual,43,9
xenophon,individual,43,9
xenophon,individual,43,9
aristias_trag,individual,43,9
,,44,9
alexis,individual,44,9
,,45,9
menandros,individual,45,9
sicilian,group,45,9
epicharmos,individual,45,9
demosthenes,individual,45,9
ionic,group,45,9
attic,group,45,9
,,46,9
platon_phil,individual,46,9
thoukydides,individual,46,9
sophron,individual,46,9
aristophanes_com,individual,46,9
,,47,9
eupolis,individual,47,9
attic,group,47,9
eupolis,individual,47,9
,,48,9
antiphanes,individual,48,9
,,49,9
sophokles,individual,49,9
platon_phil,individual,49,9
eupolis,individual,49,9
xenophon,individual,49,9
,,50,9
sophokles,individual,50,9
euripides,individual,50,9
lysias,individual,50,9
,,51,9
platon_phil,individual,51,9
,,52,9
demosthenes,individual,52,9
aristophanes_com,individual,52,9
homeros,individual,52,9
,,53,9
krates,individual,53,9
alkaios_com,individual,53,9
antiphon_rhet,individual,53,9
aristophanes_com,individual,53,9
,,54,9
homeros,individual,54,9
demosthenes,individual,54,9
homeros,individual,54,9
palaioi,group,54,9
,,55,9
palaioi,group,55,9
homeros,individual,55,9
,,56,9
herodotos,individual,56,9
,,57,9
lysias,individual,57,9
sosikrates,individual,57,9
,,58,9
aristophanes_com,individual,58,9
aristophanes_com,individual,58,9
eupolis,individual,58,9
,,59,9
anaxandrides,individual,59,9
theopompos_com,individual,59,9
eupolis,individual,59,9
,,60,9
aristophanes_com,individual,60,9
homeros,individual,60,9
,,61,9
drakon,individual,61,9
,,62,9
aristoteles,individual,62,9
krates,individual,62,9
,,63,9
attic,group,63,9
demosthenes,individual,63,9
aristophanes_com,individual,63,9
,,64,9
theopompos_com,individual,64,9
aristophanes_com,individual,64,9
,,65,9
undefined,group,65,9
philemon,individual,65,9
,,66,9
thoukydides,individual,66,9
herodotos,individual,66,9
philemon,individual,66,9
platon_com,individual,66,9
,,67,9
philemon,individual,67,9
homeros,individual,67,9
,,68,9
homeros,individual,68,9
homeros,individual,68,9
,,69,9
homeros,individual,69,9
prose.medicine.old,group,69,9
hippokrates,individual,69,9
aristophanes_com,individual,69,9
eupolis,individual,69,9
aristophanes_com,individual,69,9
,,70,9
philemon,individual,70,9
aristophon,individual,70,9
,,71,9
hermippos,individual,71,9
,,72,9
aristophanes_com,individual,72,9
archippos,individual,72,9
kallimachos,individual,72,9
poetry,group,72,9
,,73,9
undefined,group,73,9
homeros,individual,73,9
homeros,individual,73,9
undefined,group,73,9
eupolis,individual,73,9
hypereides,individual,73,9
,,75,9
euripides,individual,75,9
,,76,9
euboulos,individual,76,9
attic,group,76,9
menandros,individual,76,9
,,77,9
undefined,group,77,9
hoi-nyn,group,77,9
palaioi,group,77,9
aristoteles,individual,77,9
,,78,9
strattis,individual,78,9
,,79,9
latin,group,79,9
greek,group,79,9
doric.italic-sicilian,group,79,9
epicharmos,individual,79,9
,,80,9
aristoteles,individual,80,9
aristoteles,individual,80,9
aristoteles,individual,80,9
sicilian,group,80,9
,,81,9
poetry.comedy,group,81,9
doric,group,81,9
attic,group,81,9
diphilos,individual,81,9
epicharmos,individual,81,9
,,82,9
xenophon,individual,82,9
undefined,group,82,9
,,83,9
pherekrates,individual,83,9
xenophanes,individual,83,9
aglosthenes,individual,83,9
,,84,9
,,85,9
,,86,9
,,87,9
aristoteles,individual,87,9
attic,group,87,9
ionic,group,87,9
,,88,9
attic,group,88,9
doric,group,88,9
attic,group,88,9
amphis,individual,88,9
antiphanes,individual,88,9
philippides,individual,88,9
platon_phil,individual,88,9
aristophanes_com,individual,88,9
,,89,9
attic.ancient,group,89,9
attic.ancient,group,89,9
aristophanes_com,individual,89,9
aristophanes_com,individual,89,9
,,90,9
eupolis,individual,90,9
aristophanes_com,individual,90,9
hoi-nyn,group,90,9
attic,group,90,9
aristophanes_com,individual,90,9
,,91,9
euboulos,individual,91,9
kratinos,individual,91,9
,,92,9
demosthenes,individual,92,9
epicharmos,individual,92,9
attic,group,92,9
aristophanes_com,individual,92,9
,,93,9
thoukydides,individual,93,9
kallisthenes,individual,93,9
,,94,9
,,95,9
proverb,group,95,9
,,96,9
ameipsias,individual,96,9
doric,group,96,9
,,97,9
sophokles,individual,97,9
,,98,9
proverb,group,98,9
kratinos,individual,98,9
,,99,9
poetry,group,99,9
undefined,group,99,9
antiphanes,individual,99,9
,,100,9
hoi-polloi,group,100,9
proverb,group,100,9
,,101,9
platon_phil,individual,101,9
undefined,group,101,9
aristophanes_com,individual,101,9
,,102,9
eupolis,individual,102,9
,,103,9
,,104,9
,,105,9
,,106,9
homeros,individual,106,9
,,107,9
,,108,9
,,109,9
,,110,9
,,111,9
platon_phil,individual,111,9
